web-scraper-order,web-scraper-start-url,club-image-src,club-name,club-description
"1523568745-270","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c91cab0c-0ca0-4660-bb95-da575819e025ab05d842-d659-4f89-99f0-c95e9f421d75.jpg?preset=small-sq","Futures in Vacation Ownership","Futures In Vacation Ownership is an organization dedicated to the education and development of students interested in the Timeshare industry."
"1523568745-329","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/d4642ff4-966a-4c2d-b97d-b16c45705134974d042a-77c1-48d6-8ca6-d207b165edff.jpg?preset=small-sq","InterVarsity Christian Fellowship","InterVarsity UCF is a student organization dedicated to sharing the love of Christ to the UCF community and the world. IV UCF also has a passion for people of all cultures and aims to learn about and celebrate diversity."
"1523568745-334","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c418877a-9720-45a5-bf2c-dc9955e14a1a3c63b432-f2fd-4290-ac22-1351d201d2e5.png?preset=small-sq","Jamaican Student Association","The mission of the Jamaican Student Association is to foster, encourage, celebrate and educate individuals on the rich and dynamic Jamaican culture."
"1523568745-443","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/13b57dcb-27ae-47d2-9940-568eb56bc79d65108bca-a1f6-4c63-b37a-249650fe15d3.png?preset=small-sq","Naturally Textured","We specialize in natural hair care and the many attributes of natural hair care. The mission of Naturally Textured is to educate students on how to gain and maintain healthy hair through better lifestyle choices."
"1523568745-94","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/8ad3c965-702d-4925-be9f-71eb999eb07d98cbd5c3-d2d6-4dfd-850a-b1f6f2847af5.JPG?preset=small-sq","American Marketing Association at UCF","The mission of the American Marketing Association at the University of Central Florida is to provide the opportunity to build skills needed for UCF students of any major to succeed in their future careers and goals."
"1523568745-572","https://knightconnect.campuslabs.com/engage/organizations","","S","To develop ethical leaders inspired by the principles of Love, Honor and Truth.
To foster the personal growth of each man’s mind, heart and character. To perpetuate lifelong friendships and commitment to the Fraternity."
"1523568745-289","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/871e4414-df82-46bf-9f7d-7bc6b835f8e94544a018-0e49-46ef-b852-b896306f525e.png?preset=small-sq","Greek Council","To foster a sense of Greek community which demonstrates integrity, trust, and an active passion for our common as well as individual purposes."
"1523568745-144","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/131889e9-9b80-44d6-8712-4d7b91d1e03c764085b4-4d87-4302-8638-ad37143734d1.jpg?preset=small-sq","Bhakti Yoga Club","Bringing people together of all cultural and ethnic backgrounds together in harmony through transcendental chanting and dancing & to invite eminent scientist/scholars/thinkers to give talk on understanding ones constitutional position through science."
"1523568745-449","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e445c850-3900-4860-aa90-31ac67663c8277a4ccc0-384b-4a38-9646-5bfd1d36526f.gif?preset=small-sq","Neuroscience Alliance at UCF","The mission of Neuroscience Alliance at UCF is to promote awareness, research and opportunities in neuroscience at UCF."
"1523568745-172","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/126da244-240f-41ba-9234-05cd31ef6f54068188d3-dd61-4401-8552-b326b4c74ec4.jpg?preset=small-sq","Chabad Jewish Student Group","With the vision to open the door of Judaism to all  students and faculty on the UCF campus, we have established The Chabad House, a place where Jews of all backgrounds and degrees of observance can enjoy exploring their Jewish heritage."
"1523568745-434","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ca52041c-886a-4a10-a984-8c9e85d1ee774c11fb7f-447f-4958-9603-005e9d36f8f4.JPG?preset=small-sq","National Pan-Hellenic Council","NPHC is a collaborative organization composed of nine historically African-American fraternities & sororities. The council serves as a way for these organizations to interact while exchanging information regarding forums, meetings and various activities."
"1523568745-445","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/010cc468-ae3b-4097-8637-0b4922643ff12f162421-95c3-4585-a99f-fcab334065b5.jpg?preset=small-sq","Neg Kreyol, Inc.","Neg Kreyol’s purpose is to instill unity within men of Haitian descent. This is to help promote more Haitian men as leaders and role models to the younger generation and peers within UCF and the community."
"1523568745-544","https://knightconnect.campuslabs.com/engage/organizations","","R","This is the Official page for the Roller Hockey Club at UCF."
"1523568745-332","https://knightconnect.campuslabs.com/engage/organizations","","I","To introduce Persian culture and Iranian traditions to the UCF and Central Florida community."
"1523568745-315","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/d6c17301-3e3e-42cb-8547-a3b1edb022a34720adcd-6891-4474-a5a9-a8fef2870d86.png?preset=small-sq","Institute for Healthcare Improvement Open School Chapter","The UCF IHI Open School Chapter is an interprofessional group bringing together students from different health professions programs through a shared interest in learning about quality improvement and improving care for patients."
"1523568745-537","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/79c8bd4d-504e-4bf0-ad59-1f1f93ebb6e9742da458-3f6f-4be0-9141-ce1198b21489.JPG?preset=small-sq","Reformed University Fellowship","RUF is a campus ministry that wants to serve UCF and help care for students and their social, emotional, spiritual and physical needs."
"1523568745-600","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a871820e-b829-4587-8b16-062858f993ec0bf6a198-76bf-4fb9-a5f2-c9954e8b4442.JPG?preset=small-sq","Sport and Exercise Science Majors Club","“To promote lifelong fitness & wellness through the integration of higher education, community involvement, & recreational activities.”"
"1523568745-442","https://knightconnect.campuslabs.com/engage/organizations","","N","Our organization is a small step in preparation for ASHA after the completion of the Masters program.  We aim to serve the community by voluntering in events related to speech and hearing disorders."
"1523568745-614","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/cf87af1c-8d68-447c-9d3a-8c85c3a6d411df091018-68bf-49fd-94ad-43c3b1ed69d2.jpg?preset=small-sq","Student Government Association - Executive Branch","The Student Government Association is a representative body modeled after the United States government. Through its three branches, Executive, Legislative, and Judicial, the Student Government Association aims to represent student issues and concerns."
"1523568745-512","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6ff959ac-5c3f-4bc7-9c55-507a5727e01b84467038-b934-4b58-b209-70a3f1b0ae6b.png?preset=small-sq","Pre-Professional Medical Society","The Pre-Professional Medical Society (PPMS) is a unique organization which unites pre-professional students with diverse career aspirations based on their many common interests."
"1523568745-257","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/2ec7bb4d-5981-488f-8cbb-4f5d848da6093aaabe0a-3183-43c1-8a1c-eab4fd113d00.jpg?preset=small-sq","Financial Management Association","The Financial Management Association at the University of Central Florida is dedicated to providing the student body with the opportunity to develop professionally through workshops, conference trips, networking events, and hosting weekly speaker events."
"1523568745-244","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/343f01bc-abde-408f-9978-489def98df008845b4d4-ab4e-4cdf-8865-2fa6bf53f888.png?preset=small-sq","Eta Kappa Nu","The mission of Eta Kappa Nu is to encourage and recognize excellence in the field of electrical and computer engineering."
"1523568745-301","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/df47e310-5553-4dff-aafd-1d006b718fd1bba35357-02b5-480b-97dc-746447c92568.jpg?preset=small-sq","Hearts for the Homeless Orlando","Hearts for the Homeless Orlando seeks to contribute to the health and well-being of one of the most vulnerable populations in our nation through free blood pressure screening opportunities, general education, and outreach opportunities."
"1523568745-225","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ad16b218-ecb9-4ed4-9e78-37f932a4e0407bc78ff9-f513-4b02-93e5-5cd1aec66cf4.jpg?preset=small-sq","Delta Zeta","The women of Delta Zeta Sorority share a common purpose to make life fuller, more meaningful, more rewarding."
"1523568745-467","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/7c4a3612-0dfd-4b5b-bee5-893aa9f38b3b43b1574c-88fa-4743-b1db-2bc043d90cc7.png?preset=small-sq","Orientation Team","O-Team is a prestigious leadership experience on campus. Each year O-Teamers welcome thousands of new student to the University of Central Florida during Orientation."
"1523568745-317","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b7ccf5c7-daf3-4412-85bc-855778420fdf2232e679-20fa-410b-8c30-e919351e98ae.jpg?preset=small-sq","Institute of Electrical and Electronics Engineers Power and Energy Society at the University of Central Florida","The mission of IEEE PES UCF is to be the leading provider of scientific and engineering information on electric power and energy for the betterment of society, and the preferred professional development source for our members."
"1523568745-193","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/34380435-4f61-4d9a-9c33-0db8e943dca85e1df8e5-82e6-4268-aabb-073dea2e1587.jpg?preset=small-sq","Collegiate National Association for Music Educators","The mission of the Florida Music Educators Association is to promote quality, comprehensive music education for all Florida Students as a part of their complete education."
